source_id,target_id,relationship_type,weight,interaction_freq
E01954,E00896,co-investor,0.19,11
E00425,E00033,shared_director,0.22,45
E00710,E00472,shared_director,0.79,31
E01339,E01235,co-investor,0.27,41
E02908,E01691,co-investor,0.4,38
E00541,E00515,supplier,0.32,3
E01237,E01140,shared_director,0.86,25
E00263,E00608,parent_company,0.61,2
E00580,E01458,supplier,0.22,8
E00836,E01891,co-investor,0.87,23
E02166,E02896,shared_director,0.27,38
E01382,E02573,shared_director,0.97,36
E01763,E00324,parent_company,0.95,17
E02892,E01477,co-investor,0.27,45
E01341,E01625,shared_director,0.3,5
E00913,E02221,co-investor,0.14,14
E01215,E00752,parent_company,0.85,11
E02748,E00556,supplier,0.87,13
E01270,E01874,co-investor,0.26,27
E00852,E02688,supplier,0.12,15
E02717,E01847,shared_director,0.55,45
E02764,E02696,shared_director,0.8,35
E00115,E00134,co-investor,0.74,10
E02331,E01150,shared_director,0.78,4
E00627,E02679,supplier,0.68,32
E01795,E01172,supplier,0.52,13
E00154,E01238,parent_company,0.86,4
E00636,E00936,co-investor,0.95,11
E00664,E02291,co-investor,0.48,22
E00743,E01837,co-investor,0.76,49
E00654,E00815,parent_company,0.22,10
E02555,E00958,supplier,0.22,9
E01353,E01644,supplier,0.29,1
E00941,E00090,parent_company,0.28,27
E01919,E01807,supplier,0.76,8
E02746,E01753,shared_director,0.43,1
E01793,E01749,parent_company,0.8,40
E02499,E01423,co-investor,0.32,48
E00233,E00711,co-investor,0.68,14
E00230,E00321,parent_company,0.92,48
E02383,E02278,co-investor,0.83,11
E00963,E00119,parent_company,0.34,9
E00192,E00521,co-investor,0.51,38
E00068,E00373,shared_director,0.75,11
E02712,E00543,co-investor,0.15,24
E00240,E01800,shared_director,0.92,17
E02706,E02239,shared_director,0.76,7
E01951,E02631,shared_director,0.39,17
E01696,E00434,parent_company,0.93,4
E01583,E01474,parent_company,0.58,29
E00632,E02776,shared_director,0.67,22
E02072,E00263,parent_company,0.24,39
E00165,E02396,co-investor,0.45,49
E02187,E01155,co-investor,0.92,47
E00604,E01014,shared_director,0.32,13
E01849,E02349,supplier,0.81,7
E00533,E00347,supplier,0.98,8
E02175,E01876,supplier,0.31,23
E02820,E02265,shared_director,0.83,48
E02516,E00205,supplier,0.51,4
E01986,E01194,supplier,0.82,15
E02451,E00619,co-investor,0.19,40
E02529,E01032,co-investor,0.26,21
E00449,E02024,supplier,0.26,10
E02017,E01589,co-investor,0.32,36
E01862,E00745,parent_company,0.12,19
E00613,E00592,supplier,0.44,25
E02782,E01313,co-investor,0.63,42
E01567,E00788,parent_company,0.77,1
E02836,E02211,parent_company,0.28,19
E01206,E01238,shared_director,0.89,2
E01249,E02058,shared_director,0.56,38
E01355,E00049,co-investor,0.52,11
E00043,E01533,shared_director,0.79,44
E01431,E00293,co-investor,0.27,44
E01836,E02036,co-investor,0.66,12
E01628,E01750,parent_company,0.24,39
E01297,E01697,parent_company,0.34,29
E02040,E01943,co-investor,0.82,11
E01470,E02324,parent_company,0.12,6
E01636,E01431,supplier,0.23,39
E00549,E00114,co-investor,0.62,11
E00619,E02427,co-investor,0.21,21
E01682,E00895,supplier,0.24,21
E01294,E02724,shared_director,0.31,16
E01898,E02738,parent_company,0.68,12
E02550,E01216,parent_company,0.14,25
E00312,E01374,co-investor,0.66,2
E02648,E02740,co-investor,0.19,14
E00439,E00914,supplier,0.14,37
E02190,E00920,parent_company,0.16,42
E00343,E00725,parent_company,0.18,12
E00313,E01525,co-investor,0.56,8
E02914,E01526,parent_company,0.88,35
E01709,E02195,shared_director,0.99,20
E00035,E00426,supplier,0.58,17
E02279,E02201,supplier,0.45,20
E00548,E02760,supplier,0.14,25
E00728,E02335,shared_director,0.5,34
E01968,E01002,co-investor,0.57,50
E01589,E02613,shared_director,0.35,26
E01274,E00487,shared_director,0.75,14
E01214,E02698,parent_company,0.2,10
E02929,E01787,parent_company,0.26,13
E00750,E00071,co-investor,0.72,3
E01165,E00669,co-investor,0.58,8
E01153,E01990,supplier,0.18,40
E01829,E00629,shared_director,0.63,39
E02511,E01138,supplier,0.69,33
E02861,E00816,supplier,0.76,2
E00234,E00899,shared_director,0.48,2
E02819,E00689,supplier,0.16,23
E00806,E00661,co-investor,0.27,26
E00773,E00395,supplier,0.39,3
E01338,E00736,co-investor,0.32,34
E00963,E02253,supplier,0.94,36
E02823,E00663,shared_director,0.86,40
E00701,E02704,supplier,0.15,26
E02188,E02857,shared_director,0.25,30
E01787,E01000,parent_company,0.26,36
E00848,E02055,shared_director,0.71,14
E00879,E01982,shared_director,0.91,6
E02072,E01378,supplier,0.89,35
E01649,E00726,shared_director,0.51,16
E01778,E02262,co-investor,0.97,7
E00004,E00305,parent_company,0.24,33
E00643,E00824,parent_company,0.75,10
E00407,E02757,parent_company,0.41,12
E01889,E02458,supplier,0.58,21
E02901,E02869,supplier,0.47,31
E02020,E01580,supplier,0.69,28
E02577,E01517,parent_company,0.11,35
E02141,E00412,co-investor,0.32,5
E02545,E00522,shared_director,0.65,27
E00479,E01887,supplier,0.42,38
E01717,E02374,parent_company,0.59,20
E01434,E02707,shared_director,0.26,44
E00069,E02934,parent_company,0.73,25
E01510,E02851,shared_director,0.58,49
E00700,E02506,co-investor,0.62,7
E00567,E01326,shared_director,0.28,40
E02078,E02430,parent_company,0.41,15
E02468,E01118,shared_director,0.67,1
E01821,E01221,parent_company,0.62,39
E00093,E01823,co-investor,0.66,10
E02529,E01688,shared_director,0.63,20
E00258,E01794,shared_director,0.54,36
E00016,E02267,shared_director,0.38,44
E02040,E01045,co-investor,0.72,37
E01165,E01662,co-investor,0.17,33
E00793,E02492,co-investor,0.2,30
E00994,E01184,shared_director,0.57,41
E01407,E00845,shared_director,0.76,35
E02185,E00438,shared_director,0.36,38
E02187,E00115,co-investor,0.36,1
E02478,E00683,shared_director,0.89,21
E00701,E00485,supplier,0.25,9
E01879,E00161,shared_director,0.46,36
E02466,E00251,supplier,0.86,12
E01109,E02190,co-investor,0.42,7
E00908,E00003,parent_company,0.89,3
E01352,E01977,co-investor,0.7,35
E02258,E00971,shared_director,0.34,48
E00435,E02267,co-investor,0.47,16
E00060,E00612,shared_director,0.81,1
E00194,E00003,parent_company,0.14,23
E01599,E02781,shared_director,0.19,50
E02444,E01458,parent_company,0.12,23
E01587,E01200,supplier,0.6,50
E02316,E00785,shared_director,0.98,43
E01206,E01770,shared_director,0.61,33
E01966,E00080,supplier,0.58,11
E01698,E02633,supplier,0.13,41
E00836,E01752,co-investor,0.9,8
E00195,E00946,co-investor,0.93,20
E01033,E00539,supplier,0.45,18
E02725,E01405,shared_director,0.6,26
E01533,E00676,co-investor,0.95,25
E00581,E00517,supplier,0.39,23
E02504,E02447,shared_director,0.89,9
E01292,E01743,parent_company,0.27,12
E00512,E02495,supplier,0.4,14
E02602,E02653,co-investor,0.5,2
E01060,E02044,co-investor,0.53,25
E01244,E02217,co-investor,0.72,21
E01526,E02447,parent_company,0.64,21
E00700,E00395,parent_company,0.58,21
E00026,E02004,supplier,0.97,19
E01365,E01425,parent_company,0.19,45
E02441,E00231,supplier,0.77,26
E00524,E02697,parent_company,0.95,5
E01935,E00971,parent_company,0.67,30
E02027,E00644,shared_director,0.8,35
E02632,E02235,parent_company,0.66,36
E01315,E02918,co-investor,0.6,11
E00742,E02394,co-investor,0.25,23
E00574,E02920,co-investor,0.19,8
E02058,E01343,shared_director,0.43,6
E01838,E00273,supplier,0.4,4
E02168,E02609,supplier,0.43,39
E00380,E01059,shared_director,0.51,18
E01932,E00944,co-investor,0.67,23
E00579,E01219,shared_director,0.89,47
E01212,E00460,shared_director,0.21,38
E01230,E02877,shared_director,0.28,19
E02471,E00833,supplier,0.4,32
E02092,E02189,supplier,0.3,8
E02171,E00892,shared_director,0.17,5
E02820,E00824,parent_company,0.84,34
E02462,E00747,shared_director,0.94,33
E01944,E02073,parent_company,0.83,36
E00280,E01445,parent_company,0.53,31
E00805,E00040,co-investor,0.84,28
E00754,E01295,supplier,0.38,8
E01824,E02833,co-investor,0.47,43
E00872,E01342,parent_company,0.53,33
E00205,E00416,supplier,0.42,44
E01960,E00771,co-investor,0.35,25
E02034,E00359,shared_director,0.5,25
E00666,E02427,shared_director,0.63,5
E01272,E00920,parent_company,0.83,9
E02408,E02477,co-investor,0.9,41
E01762,E01074,co-investor,0.15,38
E02356,E02400,supplier,0.72,8
E00198,E02181,co-investor,0.53,37
E00070,E02177,parent_company,0.85,44
E02904,E01395,parent_company,0.19,6
E02214,E02435,shared_director,0.7,19
E01178,E00698,co-investor,0.45,48
E02108,E02117,co-investor,0.66,43
E02520,E01876,co-investor,0.49,36
E01520,E02009,co-investor,0.67,37
E01428,E02130,parent_company,0.95,48
E00456,E02427,supplier,0.26,5
E01807,E02392,shared_director,0.76,39
E02705,E02714,supplier,0.84,20
E02167,E02214,parent_company,0.68,29
E00336,E01893,supplier,0.93,49
E02379,E02168,co-investor,0.92,17
E01347,E00406,co-investor,0.82,14
E01743,E02034,parent_company,0.57,26
E02144,E00430,supplier,0.26,14
E02615,E00122,parent_company,0.58,22
E01780,E02197,supplier,0.8,37
E01007,E02498,shared_director,0.85,6
E01127,E01379,supplier,0.9,2
E02529,E02690,parent_company,0.85,29
E01917,E02364,supplier,0.43,10
E02295,E01742,shared_director,0.63,15
E01531,E00367,co-investor,0.77,35
E00085,E01904,supplier,0.79,43
E01305,E00800,parent_company,0.71,2
E00498,E00500,parent_company,0.81,6
E00043,E01019,parent_company,0.87,31
E01260,E00551,co-investor,0.41,16
E01748,E00174,supplier,0.72,21
E02192,E00414,supplier,0.14,21
E00250,E00556,co-investor,0.29,30
E00847,E01641,supplier,0.92,45
E02175,E02033,parent_company,0.44,26
E00573,E01802,supplier,0.3,23
E02088,E02456,shared_director,0.61,14
E01447,E00992,supplier,0.73,41
E01368,E02231,co-investor,0.98,49
E01763,E00371,co-investor,0.67,19
E01845,E02727,parent_company,0.18,22
E01581,E01539,parent_company,0.63,37
E00762,E01463,co-investor,0.81,8
E00415,E01556,co-investor,0.32,44
E02513,E00175,parent_company,0.85,16
E01932,E01992,parent_company,0.51,11
E02232,E02436,shared_director,1.0,42
E01550,E01679,supplier,0.41,16
E01209,E00726,supplier,0.44,17
E01051,E00282,shared_director,0.17,7
E02554,E02854,shared_director,0.96,21
E02600,E00839,co-investor,0.58,41
E01228,E01678,co-investor,0.14,24
E00510,E00154,parent_company,0.7,35
E00006,E00555,shared_director,0.98,1
E01082,E00585,shared_director,0.48,28
E00551,E02086,supplier,0.34,17
E02771,E01109,shared_director,0.2,49
E02372,E00942,co-investor,0.81,2
E02357,E01687,supplier,0.48,26
E01066,E02848,supplier,0.61,12
E02072,E02198,co-investor,0.94,33
E01861,E01105,co-investor,0.78,23
E00459,E02896,parent_company,0.85,50
E01347,E02203,shared_director,0.22,32
E00505,E01858,co-investor,0.9,2
E02629,E01741,supplier,0.81,49
E01572,E01110,supplier,0.28,14
E02420,E02064,supplier,0.56,14
E02247,E01925,shared_director,0.69,23
E02098,E00912,parent_company,0.29,19
E01946,E01842,supplier,0.85,7
E00953,E00035,supplier,0.66,8
E01430,E00791,shared_director,0.97,12
E02233,E00524,shared_director,0.22,17
E00684,E00162,co-investor,0.16,11
E00953,E00349,supplier,0.75,23
E01845,E01892,parent_company,0.11,49
E01145,E00272,supplier,0.15,45
E02027,E02825,co-investor,0.19,14
E00654,E01109,co-investor,1.0,16
E02257,E02635,supplier,0.15,31
E02927,E02524,co-investor,0.19,41
E00592,E00591,co-investor,0.59,30
E00116,E02406,shared_director,0.24,25
E01048,E02353,shared_director,0.28,12
E01529,E00321,shared_director,0.86,10
E00760,E01187,supplier,0.34,45
E02645,E02759,parent_company,0.26,7
E00442,E02186,supplier,0.13,20
E01568,E02154,shared_director,0.19,25
E00882,E00206,shared_director,0.11,35
E01636,E01838,parent_company,0.15,10
E00144,E00131,co-investor,0.8,16
E01602,E01697,parent_company,0.16,24
E00806,E01677,supplier,0.11,30
E01949,E02478,co-investor,0.13,7
E02028,E00997,parent_company,0.4,37
E00051,E00107,shared_director,0.29,30
E00367,E00777,supplier,0.69,11
E00657,E00384,supplier,0.28,25
E02320,E00169,shared_director,0.9,42
E01597,E02031,parent_company,0.27,2
E01040,E01296,co-investor,0.77,8
E02032,E00455,parent_company,0.59,5
E01942,E00026,shared_director,0.33,16
E01668,E00221,parent_company,0.84,49
E01236,E01201,parent_company,0.27,10
E00381,E02654,shared_director,0.11,22
E00742,E00880,co-investor,0.78,10
E02722,E00070,co-investor,0.37,29
E01944,E00739,shared_director,0.66,14
E02763,E00749,shared_director,0.68,23
E01294,E00387,parent_company,0.93,31
E01676,E00324,shared_director,0.64,20
E02283,E00099,parent_company,0.34,23
E02835,E01471,co-investor,0.2,3
E00539,E00434,supplier,0.62,8
E01310,E02200,supplier,0.25,28
E02214,E01658,co-investor,0.76,35
E01695,E01046,shared_director,0.6,33
E02763,E01726,parent_company,0.29,25
E00241,E00040,co-investor,0.38,17
E00097,E02094,parent_company,0.49,43
E02284,E00363,supplier,0.61,32
E01195,E02539,parent_company,0.18,20
E00179,E00207,shared_director,0.61,47
E02168,E00826,shared_director,0.65,47
E02562,E00524,parent_company,0.81,15
E01142,E02214,co-investor,0.56,18
E01840,E00161,parent_company,0.21,37
E02162,E01681,co-investor,0.35,12
E00607,E02927,supplier,0.25,11
E00817,E02014,parent_company,0.88,23
E01347,E00007,parent_company,0.79,1
E00250,E00085,supplier,0.59,25
E01019,E01195,shared_director,0.51,38
E00456,E02508,supplier,0.1,34
E02342,E02328,supplier,0.21,8
E01664,E00011,supplier,0.62,6
E01575,E02326,parent_company,0.84,9
E02808,E02026,parent_company,0.94,48
E02384,E02758,shared_director,0.77,40
E00184,E01591,supplier,0.59,47
E01380,E01230,supplier,0.95,36
E01742,E01967,co-investor,0.45,3
E00208,E00095,co-investor,0.72,16
E01780,E00487,supplier,0.75,16
E01826,E00338,supplier,0.57,6
E01304,E00379,co-investor,0.72,22
E02054,E00580,co-investor,0.24,2
E00775,E02605,co-investor,0.82,43
E00050,E00281,co-investor,0.28,49
E00980,E01138,shared_director,0.47,29
E01318,E01537,co-investor,0.36,46
E01120,E01657,shared_director,0.5,46
E00220,E00392,supplier,0.6,18
E02638,E00066,parent_company,0.74,35
E00376,E02821,parent_company,0.93,42
E00912,E02103,shared_director,0.64,50
E01184,E00005,parent_company,0.96,26
E00577,E00138,co-investor,0.55,5
E02036,E01074,co-investor,0.91,30
E00932,E01469,parent_company,0.47,11
E00911,E01411,shared_director,0.12,19
E00358,E00654,supplier,0.99,36
E00572,E02260,co-investor,0.2,8
E02813,E01715,supplier,0.67,41
E01341,E01418,supplier,0.36,26
E00469,E00130,supplier,0.52,12
E00898,E00227,co-investor,0.48,2
E00221,E00350,parent_company,0.61,34
E00588,E01878,supplier,0.13,47
E00720,E00822,parent_company,0.61,41
E01750,E00282,co-investor,0.18,2
E02683,E01084,co-investor,0.11,48
E01759,E01783,co-investor,0.3,50
E01060,E01279,shared_director,0.75,20
E02684,E00728,parent_company,0.98,27
E00897,E02597,co-investor,0.44,2
E00439,E02548,supplier,0.4,1
E01499,E02045,parent_company,0.97,20
E02015,E00610,co-investor,0.31,36
E01728,E00341,shared_director,1.0,35
E00693,E00669,co-investor,0.78,48
E02783,E00517,shared_director,0.7,12
E01615,E01856,supplier,0.56,27
E02882,E01587,co-investor,0.94,26
E00626,E00533,co-investor,0.99,40
E01811,E01675,shared_director,0.56,18
E02555,E01202,shared_director,0.52,6
E02714,E00654,supplier,0.68,24
E00062,E00150,shared_director,0.98,7
E02091,E01243,shared_director,0.99,10
E00515,E00964,co-investor,0.88,14
E01260,E00220,co-investor,0.75,48
E01550,E02244,parent_company,0.95,10
E00356,E01378,shared_director,0.86,39
E01460,E00671,co-investor,0.33,12
E00071,E01638,co-investor,0.82,42
E00361,E00507,supplier,0.7,40
E02020,E00802,supplier,0.58,30
E01021,E00011,shared_director,0.31,15
E01382,E02774,co-investor,0.55,33
E00733,E00266,co-investor,0.63,27
E02199,E00096,shared_director,0.46,50
E00075,E01423,supplier,0.83,3
E00745,E00374,parent_company,0.83,24
E01274,E00804,co-investor,0.17,47
E00764,E01013,supplier,0.21,26
E00209,E01274,shared_director,0.1,16
E02035,E00583,supplier,0.74,42
E02070,E01578,supplier,0.99,13
E00669,E00256,parent_company,0.19,29
E02256,E02426,supplier,0.17,18
E00133,E00055,parent_company,0.37,31
E00479,E00986,supplier,0.78,32
E00406,E02416,shared_director,0.79,36
E01700,E00187,supplier,0.9,49
E01590,E00638,co-investor,0.72,40
E00209,E02079,co-investor,0.19,42
E01167,E02606,shared_director,0.84,22
E01494,E00039,supplier,0.17,29
E01396,E00916,co-investor,0.58,46
E00489,E00093,shared_director,0.93,36
E02165,E02769,shared_director,0.57,1
E01932,E00564,shared_director,0.64,4
E02929,E00929,shared_director,0.2,27
E00434,E01748,supplier,0.6,33
E00455,E02522,shared_director,0.98,10
E00532,E00831,shared_director,0.33,32
E00495,E02194,parent_company,0.54,15
E00166,E01833,shared_director,0.6,7
E00029,E00746,co-investor,0.59,44
E02249,E01501,co-investor,0.52,33
E00129,E00061,parent_company,0.69,43
E01201,E00796,parent_company,0.29,26
E00763,E00665,supplier,0.45,3
E01575,E02468,shared_director,0.6,30
E01064,E01632,shared_director,0.12,29
E02795,E02797,co-investor,0.16,40
E02827,E00485,parent_company,0.62,24
E02855,E00582,supplier,0.39,48
E00473,E01666,co-investor,0.84,25
E00298,E00019,shared_director,0.93,14
E00810,E01491,supplier,0.98,42
E02141,E01057,parent_company,0.35,14
E02879,E02847,supplier,0.66,15
E02368,E00561,co-investor,0.59,19
E02062,E00271,parent_company,0.12,20
E00439,E01742,supplier,0.83,21
E00937,E00192,parent_company,0.19,5
E01545,E01951,co-investor,0.79,46
E02254,E01590,co-investor,0.46,16
E00947,E02736,co-investor,0.31,36
E00372,E00383,supplier,0.39,8
E01132,E02043,shared_director,0.33,10
E02010,E02071,shared_director,0.87,8
E01311,E01936,parent_company,0.6,21
E00456,E00561,supplier,0.92,32
E01350,E00404,parent_company,0.31,24
E02306,E02039,supplier,0.41,17
E00634,E01542,supplier,0.79,39
E01892,E00659,parent_company,0.76,2
E00629,E01211,co-investor,0.49,48
E01515,E01148,shared_director,0.8,30
E00579,E00151,co-investor,0.16,7
E00112,E01887,parent_company,0.16,33
E01900,E00502,co-investor,0.45,17
E02672,E01969,parent_company,0.53,47
E00251,E00887,supplier,0.54,20
E00935,E02172,supplier,0.8,29
E01215,E00299,co-investor,0.55,21
E02891,E01881,parent_company,0.44,11
E02305,E00708,co-investor,0.33,49
E01616,E02807,shared_director,0.98,29
E00762,E02274,co-investor,1.0,29
E01707,E01756,co-investor,0.22,29
E02674,E01546,parent_company,0.23,5
E02894,E00846,co-investor,0.29,36
E01643,E01950,shared_director,0.72,23
E02473,E00514,parent_company,0.9,28
E02065,E01947,supplier,0.47,43
E02843,E00124,co-investor,0.57,34
E01612,E02423,parent_company,0.26,45
E01371,E01518,parent_company,0.33,23
E00105,E02816,parent_company,0.53,37
E01713,E00344,co-investor,0.64,29
E01758,E01055,supplier,0.38,44
E02688,E01318,shared_director,0.51,48
E01941,E02049,shared_director,0.55,22
E01411,E01044,parent_company,0.49,5
E02404,E02886,supplier,0.32,34
E01064,E00603,parent_company,0.53,26
E00534,E01866,parent_company,0.26,46
E00722,E00719,parent_company,0.53,7
E00308,E01904,co-investor,0.69,32
E01745,E02486,supplier,0.97,7
E01733,E00674,supplier,0.8,11
E02527,E02225,co-investor,0.2,18
E02263,E01656,parent_company,0.13,12
E00425,E01741,supplier,0.29,12
E00767,E00122,parent_company,0.77,37
E02252,E00057,supplier,1.0,18
E00756,E02780,shared_director,0.34,5
E00249,E01730,supplier,0.88,29
E01903,E00080,parent_company,0.83,6
E01639,E00795,shared_director,0.9,3
E01403,E02807,supplier,0.95,19
E02390,E00813,parent_company,0.27,30
E00752,E01040,co-investor,0.44,15
E00464,E01805,parent_company,0.61,29
E01775,E00990,supplier,0.59,37
E00134,E01629,co-investor,0.33,11
E01433,E02523,co-investor,0.2,39
E00897,E02477,parent_company,0.21,45
E00648,E02021,parent_company,0.59,6
E00656,E02346,supplier,0.84,15
E01426,E02672,supplier,0.37,50
E02307,E01759,supplier,0.21,28
E01720,E01854,shared_director,0.68,11
E01859,E00681,co-investor,0.42,14
E02409,E02004,co-investor,0.66,41
E02402,E01531,supplier,0.51,1
E02072,E02237,shared_director,0.37,1
E01715,E02029,co-investor,0.78,2
E00695,E00183,supplier,0.7,7
E02315,E00704,supplier,0.25,50
E00319,E01522,co-investor,0.89,16
E02539,E00134,co-investor,0.33,37
E00142,E02396,parent_company,0.26,11
E01428,E00789,parent_company,0.29,1
E00688,E01003,co-investor,0.16,10
E01533,E02671,co-investor,0.41,4
E00465,E02533,parent_company,0.99,19
E01346,E02798,supplier,0.3,26
E02380,E02066,co-investor,0.73,14
E02556,E00794,parent_company,0.27,11
E01207,E01009,shared_director,0.93,38
E01748,E00542,supplier,0.83,2
E01421,E02312,parent_company,0.21,18
E01107,E00371,parent_company,0.89,4
E01820,E01366,shared_director,0.38,40
E02463,E02519,parent_company,0.96,8
E00585,E00995,shared_director,0.46,5
E01971,E01884,co-investor,0.63,18
E00656,E00269,supplier,0.45,39
E01099,E02626,supplier,0.61,29
E01401,E02549,supplier,0.63,12
E01621,E01829,supplier,0.73,7
E01973,E01526,parent_company,0.75,9
E01735,E01123,shared_director,0.39,43
E02084,E02579,shared_director,0.33,7
E00582,E02873,supplier,0.9,28
E00494,E01838,parent_company,0.12,37
E02430,E00649,co-investor,0.38,9
E01108,E00251,parent_company,0.25,7
E00258,E01450,parent_company,0.87,23
E00041,E01302,supplier,0.34,47
E00572,E00412,supplier,0.37,43
E00203,E02120,shared_director,0.54,38
E01889,E02613,parent_company,0.33,39
E00520,E01534,co-investor,0.87,10
E00383,E02056,parent_company,0.74,17
E02574,E02767,co-investor,0.73,35
E00449,E02420,parent_company,0.76,1
E01240,E02224,shared_director,0.54,28
E02019,E02598,shared_director,0.85,13
E00856,E00961,parent_company,0.63,36
E01762,E01452,supplier,0.42,40
E00235,E00680,co-investor,0.52,35
E02726,E01188,shared_director,0.35,34
E01367,E02608,co-investor,0.76,34
E00787,E02218,parent_company,0.98,21
E02866,E01791,shared_director,0.22,12
E00074,E02081,co-investor,0.46,9
E02698,E02395,parent_company,0.43,14
E02612,E01307,co-investor,0.17,38
E01605,E00692,parent_company,0.26,23
E00036,E00436,parent_company,0.42,43
E02604,E01662,parent_company,0.78,20
E01832,E00705,shared_director,0.27,49
E01032,E00739,supplier,0.18,11
E00666,E01007,co-investor,0.18,37
E02349,E00717,supplier,0.81,39
E02877,E02684,shared_director,0.45,45
E01817,E00163,parent_company,0.47,1
E01075,E01404,supplier,0.97,24
E01763,E00796,parent_company,0.16,19
E02651,E00162,supplier,0.75,40
E00307,E00205,supplier,0.62,16
E01519,E00823,parent_company,0.22,20
E01900,E00384,supplier,0.95,15
E01566,E00024,supplier,0.48,2
E02167,E00589,shared_director,0.54,3
E01313,E01639,co-investor,0.46,44
E01713,E00225,shared_director,0.98,9
E01602,E01153,parent_company,0.74,46
E01450,E00043,supplier,0.62,15
E01897,E00711,parent_company,0.34,6
E01822,E01744,parent_company,0.87,44
E00456,E00843,parent_company,0.81,8
E00051,E02634,co-investor,0.35,6
E01783,E01228,parent_company,0.94,46
E00407,E01594,co-investor,0.35,19
E00477,E00806,shared_director,0.26,31
E02698,E01591,co-investor,0.53,27
E00130,E01729,parent_company,0.81,39
E01198,E00738,supplier,0.84,28
E00285,E01939,co-investor,0.87,7
E02096,E02255,shared_director,0.12,6
E02026,E02539,parent_company,0.26,45
E00749,E00169,parent_company,0.36,15
E01824,E01261,co-investor,0.79,5
E02033,E00690,parent_company,0.34,28
E01374,E00805,shared_director,0.62,29
E02336,E00045,parent_company,0.42,19
E02196,E01515,parent_company,0.44,49
E00561,E01713,supplier,0.35,30
E00709,E00811,shared_director,0.76,18
E00259,E02675,supplier,0.98,1
E02440,E01389,parent_company,0.55,22
E02564,E01282,shared_director,0.77,18
E00715,E00375,shared_director,0.75,16
E01316,E02417,supplier,0.85,3
E02383,E00903,shared_director,0.58,17
E02753,E01751,supplier,0.37,42
E02602,E01682,supplier,0.36,30
E02070,E02141,co-investor,0.35,30
E00210,E01623,shared_director,0.17,49
E01849,E02670,co-investor,0.89,17
E01697,E01915,parent_company,0.71,25
E00958,E01656,supplier,0.43,20
E02843,E00357,co-investor,0.83,48
E02495,E02340,supplier,0.94,10
E01855,E01948,parent_company,0.62,8
E00046,E02118,co-investor,0.4,45
E01862,E02662,shared_director,0.12,16
E01489,E01688,shared_director,0.13,3
E00934,E02892,parent_company,0.5,28
E02426,E02086,parent_company,0.29,26
E01979,E02641,shared_director,0.7,2
E01658,E01930,supplier,0.59,9
E00750,E00752,shared_director,0.47,31
E02354,E02632,co-investor,0.8,40
E00067,E02097,shared_director,0.56,33
E01765,E01348,parent_company,0.55,22
E02770,E02449,supplier,0.45,49
E00841,E02346,shared_director,0.28,44
E00693,E02853,shared_director,0.99,2
E01290,E02612,co-investor,0.86,43
E02609,E01240,parent_company,0.23,8
E02845,E01866,supplier,0.34,36
E01731,E02868,supplier,0.59,26
E02797,E01814,supplier,0.47,14
E00766,E00251,supplier,0.46,11
E02367,E02770,supplier,0.53,38
E02382,E00727,supplier,0.71,37
E02198,E00655,shared_director,0.21,10
E01715,E02878,co-investor,0.97,50
E00836,E00956,shared_director,0.18,48
E00025,E02187,shared_director,0.84,20
E02502,E01075,parent_company,0.46,19
E00647,E00124,parent_company,0.75,38
E02194,E02814,parent_company,0.98,6
E02764,E00973,co-investor,0.37,41
E02464,E02836,supplier,0.2,23
E02317,E02501,shared_director,0.5,25
E02453,E00736,supplier,0.66,35
E01799,E00778,supplier,0.43,39
E02173,E00666,co-investor,0.31,33
E01139,E02698,parent_company,0.83,45
E00601,E02842,supplier,0.52,35
E00458,E01697,shared_director,0.55,1
E01583,E02597,shared_director,0.96,18
E02717,E00909,supplier,0.41,42
E02162,E02376,supplier,0.19,42
E01035,E02380,parent_company,0.91,42
E02094,E00382,co-investor,0.1,29
E00190,E00469,shared_director,0.15,39
E00640,E01689,co-investor,0.14,4
E00834,E00128,supplier,0.57,5
E01861,E00653,shared_director,0.24,11
E02461,E01699,parent_company,0.69,50
E01213,E01226,co-investor,0.78,2
E02706,E00079,shared_director,0.23,33
E02703,E02374,co-investor,0.96,12
E02628,E02650,shared_director,0.67,6
E00309,E01717,supplier,0.48,38
E02808,E00461,shared_director,0.87,11
E01935,E01664,shared_director,0.22,36
E00136,E02173,parent_company,0.86,16
E02560,E00492,shared_director,0.15,49
E00718,E01726,parent_company,0.71,17
E01150,E01104,parent_company,0.39,39
E01563,E02582,parent_company,0.68,22
E02138,E02788,shared_director,0.91,6
E00732,E00045,co-investor,0.83,43
E00585,E01222,parent_company,0.69,24
E00881,E01671,supplier,0.63,10
E00913,E01879,co-investor,0.32,12
E02259,E01091,shared_director,0.46,46
E00241,E01024,shared_director,0.68,29
E00004,E00541,co-investor,0.32,21
E00545,E02826,co-investor,0.14,23
E00911,E02861,shared_director,0.33,49
E00325,E02867,shared_director,0.81,50
E01141,E02784,supplier,0.97,26
E02875,E01115,parent_company,0.21,46
E02335,E01851,shared_director,0.32,24
E01133,E02918,shared_director,0.47,13
E00521,E00946,shared_director,0.13,26
E01899,E02476,shared_director,0.36,5
E00530,E01528,co-investor,0.61,32
E02731,E00714,parent_company,0.77,17
E00762,E02478,shared_director,0.27,27
E02309,E02540,parent_company,0.11,27
E01631,E00298,shared_director,0.95,37
E02390,E01672,parent_company,0.27,23
E01545,E02500,parent_company,0.63,48
