enterprise_id,revenue,debt_ratio,liquidity,legal_cases,credit_score,bankrupt
E01269,4468460,0.94,1.41,2,590,0
E01270,7866844,0.95,1.94,1,629,1
E01271,6056136,0.26,1.38,1,516,1
E01272,5977383,0.89,1.21,2,820,0
E01273,1361384,0.76,1.36,2,685,0
E01274,3613626,0.33,1.89,1,609,0
E01275,1328684,0.16,1.74,2,785,0
E01276,7342491,0.34,0.98,1,847,0
E01277,8171292,0.92,0.86,1,662,1
E01278,6559133,0.67,0.89,1,574,0
E01279,3026427,0.75,1.26,2,698,0
E01280,7964044,0.33,1.62,1,786,0
E01281,4493490,0.75,1.25,1,681,0
E01282,2571081,0.13,0.6,1,596,0
E01283,3071191,0.44,1.59,2,550,0
E01284,4139686,0.66,1.71,1,813,0
E01285,5099157,0.23,0.93,2,533,0
E01286,4677311,0.84,1.5,0,520,1
E01287,2174663,0.31,1.14,3,683,0
E01288,7426632,0.69,1.83,1,792,0
E01289,4698788,0.46,1.77,2,563,1
E01290,3572492,0.64,1.29,0,623,0
E01291,7220604,0.2,1.54,0,600,0
E01292,2633187,0.12,1.83,2,618,0
E01293,1742219,0.92,1.24,1,840,1
E01294,7544974,0.34,0.97,0,577,0
E01295,8782775,0.84,1.63,1,680,0
E01296,4075807,1.0,0.83,3,698,0
E01297,4908059,0.29,1.08,2,689,0
E01298,2706670,0.34,1.8,0,827,0
E01299,5010985,0.7,1.59,1,602,0
E01300,4048589,0.97,1.11,0,832,0
E01301,4795743,0.92,0.82,2,774,0
E01302,5818516,0.55,1.03,0,629,0
E01303,2803709,0.82,0.93,2,740,0
E01304,4276377,0.22,0.76,2,633,1
E01305,1392437,0.98,1.61,1,656,0
E01306,4290025,0.97,0.88,2,817,0
E01307,4813131,0.25,1.18,1,657,0
E01308,5457964,0.37,1.08,0,689,0
E01309,5479153,0.19,1.97,1,599,0
E01310,6807845,0.34,1.09,3,551,0
E01311,1920666,0.83,0.62,1,548,1
E01312,2027445,0.44,0.63,2,599,0
E01313,6057915,0.18,1.39,0,750,0
E01314,922077,0.41,1.4,0,553,1
E01315,5366600,0.98,1.13,4,636,0
E01316,2639414,0.67,1.15,2,661,0
E01317,8145629,0.47,0.58,2,791,1
E01318,5500904,0.25,1.27,3,580,0
E01319,4561687,0.99,1.26,2,719,0
E01320,7455441,0.84,0.72,1,584,0
E01321,2873195,0.35,0.66,3,582,0
E01322,3253180,0.16,0.69,1,818,0
E01323,2477090,0.15,0.65,0,566,0
E01324,3269921,0.21,1.41,1,733,0
E01325,5122231,0.62,0.79,2,697,0
E01326,5987903,0.94,0.88,2,758,0
E01327,6922843,0.55,0.76,2,676,0
E01328,1350551,0.86,1.94,0,797,1
E01329,4656274,0.5,1.78,0,779,0
E01330,2783670,0.74,0.85,2,799,0
E01331,4589425,0.76,0.99,2,628,0
E01332,9668327,0.26,0.81,3,679,0
E01333,5583723,0.43,1.24,2,791,0
E01334,6798929,0.67,0.53,2,706,0
E01335,8921382,0.16,1.51,2,793,0
E01336,7254716,0.43,1.28,1,837,0
E01337,4104171,0.58,1.85,1,674,0
E01338,2448335,1.0,0.75,2,528,0
E01339,4939711,0.53,1.71,0,678,0
E01340,3864588,0.83,1.69,4,540,1
E01341,1950957,0.49,0.69,0,691,0
E01342,5481849,0.82,1.1,1,843,0
E01343,5531772,0.64,0.76,3,736,0
E01344,8538233,0.9,0.88,1,803,0
E01345,4276473,0.47,0.89,0,724,0
E01346,5560242,0.64,1.33,0,613,0
E01347,3669029,0.67,1.12,2,777,0
E01348,6746338,0.48,1.92,0,516,0
E01349,4750764,0.23,0.69,2,585,0
E01350,2654816,0.18,1.96,0,816,0
E01351,4973056,0.12,0.85,4,844,0
E01352,5781045,0.89,1.66,0,680,0
E01353,5510546,0.31,1.01,1,836,0
E01354,7091793,0.29,0.71,3,644,0
E01355,2103887,0.76,1.79,2,814,1
E01356,3314514,0.39,0.96,2,724,0
E01357,6279574,0.56,1.49,2,553,0
E01358,3549462,0.25,1.35,2,803,0
E01359,5480942,0.96,1.21,1,567,0
E01360,160509,0.87,1.24,0,606,0
E01361,10431893,0.88,1.6,1,833,0
E01362,4460562,0.47,0.63,1,576,0
E01363,7387912,0.79,1.5,1,526,0
E01364,4326204,0.23,1.84,1,843,0
E01365,5829397,0.11,0.59,1,654,0
E01366,7983839,0.12,0.71,1,571,1
E01367,7331612,0.63,1.57,3,679,0
E01368,4591090,0.51,1.16,2,546,1
E01369,4729491,0.57,1.11,6,741,0
E01370,7007133,0.11,0.71,4,776,0
E01371,9666488,0.48,1.26,1,812,0
E01372,5384565,0.75,0.69,1,604,0
E01373,8914127,0.5,1.21,1,594,0
E01374,4517171,0.76,1.65,2,718,0
E01375,6903920,0.31,0.89,1,669,0
E01376,7202311,0.83,1.22,7,782,0
E01377,4180078,0.63,1.99,0,627,0
E01378,3505843,0.29,1.53,3,699,0
E01379,7290778,0.31,1.76,1,831,0
E01380,3936886,0.67,1.12,1,534,0
E01381,3211300,0.85,1.65,1,643,0
E01382,3632080,0.47,0.56,1,791,0
E01383,3928773,0.33,0.68,1,565,0
E01384,6713234,0.88,0.8,1,718,0
E01385,6030085,0.7,1.1,1,555,0
E01386,6431316,0.5,1.77,0,644,0
E01387,5842759,0.54,1.02,2,712,0
E01388,3812319,0.28,1.48,1,593,0
E01389,6394205,0.66,1.56,1,605,0
E01390,7364907,0.42,1.38,0,583,0
E01391,6169006,1.0,1.04,1,635,0
E01392,5899311,0.53,1.37,0,645,0
E01393,3465890,0.54,1.01,3,748,0
E01394,5423634,0.61,0.63,4,517,1
E01395,3359517,0.93,1.99,1,624,0
E01396,4951944,0.82,0.69,0,501,0
E01397,1719466,0.51,0.61,1,831,0
E01398,1734883,0.75,1.82,2,699,0
E01399,4617904,0.63,0.95,0,637,1
E01400,3903120,0.54,1.48,0,702,0
E01401,5213574,0.27,0.99,2,781,0
E01402,4730462,0.52,1.09,2,802,0
E01403,5060381,0.32,0.89,2,529,0
E01404,6217214,0.92,1.01,1,555,0
E01405,4073462,0.4,1.12,2,618,0
E01406,4561112,0.96,1.58,2,631,0
E01407,7910042,0.58,1.27,2,730,0
E01408,5006168,0.67,1.92,1,651,0
E01409,4641579,0.59,0.56,2,520,0
E01410,5165025,0.22,1.25,1,567,0
E01411,4677271,0.44,1.38,3,625,0
E01412,3580855,0.19,1.88,1,542,0
E01413,3003940,0.66,0.57,2,681,0
E01414,3473137,0.5,1.36,0,599,0
E01415,6745838,0.8,1.78,0,848,0
E01416,3740189,0.3,0.86,3,739,0
E01417,4690150,0.25,1.81,3,699,0
E01418,6401472,0.47,0.53,0,615,0
E01419,4443217,0.93,1.6,1,614,0
E01420,6266722,0.74,1.9,1,641,1
E01421,1918413,0.48,1.49,3,618,0
E01422,4734966,0.57,1.16,1,592,0
E01423,5157792,0.18,0.57,1,508,0
E01424,5046277,0.99,1.88,1,572,1
E01425,1694162,0.7,1.21,3,525,0
E01426,7406225,0.36,0.54,4,738,0
E01427,3290654,0.63,1.53,0,644,0
E01428,5670074,0.2,1.22,1,567,0
E01429,5015928,0.97,0.69,1,687,0
E01430,7007419,0.26,0.82,0,630,0
E01431,9374977,0.68,0.6,0,720,0
E01432,2419271,0.32,1.36,2,780,0
E01433,3702172,0.75,1.43,1,776,0
E01434,5378184,0.8,1.26,2,639,1
E01435,2789293,0.71,1.73,2,553,1
E01436,6564365,0.65,1.79,1,500,0
E01437,6686745,0.9,1.42,1,627,0
E01438,6118898,0.17,0.52,0,500,1
E01439,5473163,0.4,1.54,1,672,0
E01440,7739417,0.32,1.13,0,765,0
E01441,2688749,0.99,1.35,2,795,0
E01442,5130536,0.45,1.47,6,755,0
E01443,3522394,0.76,1.03,2,673,0
E01444,6779832,0.72,1.88,1,544,1
E01445,1333317,0.29,0.7,1,842,0
E01446,4943832,0.32,1.51,5,640,0
E01447,5670477,0.35,0.51,0,526,0
E01448,3105015,0.47,1.89,4,732,0
E01449,3747619,0.31,0.67,1,708,1
E01450,5030757,0.12,0.64,0,549,0
E01451,6910192,0.89,1.0,0,560,1
E01452,2934261,0.97,1.06,0,742,0
E01453,3283100,0.41,0.82,1,768,1
E01454,7251175,0.4,1.38,2,639,0
E01455,4454049,0.11,1.16,0,656,0
E01456,3444921,0.71,0.55,1,584,0
E01457,6457369,0.84,0.98,0,583,1
E01458,4023606,0.23,1.72,0,775,0
E01459,7054843,0.24,1.53,1,530,1
E01460,3672559,0.81,1.59,2,507,0
E01461,4680810,0.65,1.55,2,779,0
E01462,6889943,0.14,0.97,1,702,0
E01463,4547478,0.66,0.65,0,532,0
E01464,6512106,0.38,0.91,4,797,1
E01465,4868904,0.43,1.75,4,642,0
E01466,8963383,0.79,1.97,1,849,0
E01467,8137557,0.83,1.24,1,536,0
E01468,2343807,0.46,0.51,1,646,0
E01469,6044487,0.95,0.71,1,727,0
E01470,3367192,0.47,0.98,2,533,0
E01471,5383013,0.79,1.37,0,736,0
E01472,5136741,0.54,0.61,1,711,0
E01473,2889225,0.91,1.92,1,808,0
E01474,7116969,0.92,1.05,0,639,0
E01475,5406605,0.18,1.87,0,689,0
E01476,4430633,0.94,1.67,3,595,1
E01477,4123780,0.84,1.63,2,693,0
E01478,5279553,0.81,1.41,1,803,1
E01479,5815850,0.28,1.44,0,795,0
E01480,4750048,0.82,1.46,0,651,1
E01481,100000,0.87,1.44,0,722,0
E01482,5033781,0.36,1.33,1,695,0
E01483,2117035,0.96,1.98,0,587,1
E01484,4581094,0.14,1.6,1,798,0
E01485,2190871,0.23,1.67,0,516,0
E01486,2167004,0.58,1.81,1,710,0
E01487,7470243,0.62,0.82,2,731,0
E01488,4359816,0.68,0.63,1,682,0
E01489,4206675,0.12,1.22,3,661,0
E01490,5965048,0.96,1.27,4,569,0
E01491,4258818,0.14,1.74,3,559,0
E01492,9207612,0.23,1.17,1,678,0
E01493,4453960,0.11,1.36,1,576,0
E01494,5730250,0.61,1.29,2,534,0
E01495,6941882,0.94,0.56,2,515,1
E01496,8204506,0.7,1.42,1,793,0
E01497,3515987,0.84,1.74,0,670,0
E01498,4164072,0.11,0.74,2,531,0
E01499,7549183,0.59,1.39,0,762,0
E01500,6620124,0.51,1.39,2,714,0
E01501,7150351,0.55,0.75,0,545,1
E01502,2262590,0.16,0.69,2,688,0
E01503,8095999,0.72,1.97,3,773,1
E01504,3477184,0.55,1.09,5,570,0
E01505,5384585,0.79,0.84,1,795,0
E01506,4703554,0.54,0.76,2,587,0
E01507,3243034,0.23,1.5,1,833,0
E01508,2174928,0.68,1.41,0,760,0
E01509,1512303,0.26,1.47,2,681,0
E01510,5238036,0.89,0.63,1,841,0
E01511,1949361,0.65,1.84,1,521,0
E01512,2732368,0.24,1.08,0,573,0
E01513,4563928,0.97,0.97,1,589,0
E01514,100000,0.57,1.19,2,834,0
E01515,6557959,0.17,1.09,2,665,0
E01516,180223,0.66,1.8,1,733,0
E01517,4845255,0.33,1.89,1,628,0
E01518,5030038,0.82,0.96,0,833,1
E01519,6076123,0.84,1.8,1,791,0
E01520,4916638,0.98,1.67,2,594,0
E01521,9035815,0.55,1.9,1,527,0
E01522,5432633,0.51,0.87,2,534,0
E01523,7107224,0.78,1.37,2,730,0
E01524,3553074,0.22,0.91,2,817,0
E01525,5241513,0.59,1.74,1,842,0
E01526,8095140,0.59,0.51,0,624,0
E01527,4524609,0.18,1.35,3,578,0
E01528,5384469,0.48,1.01,5,560,1
E01529,6961706,0.87,0.98,0,716,0
E01530,3515540,0.87,1.47,0,781,0
E01531,676879,0.19,1.78,1,662,0
E01532,5511147,0.18,1.41,2,556,1
E01533,6977338,0.34,1.78,1,690,0
E01534,2297108,0.89,0.9,2,631,0
E01535,6340439,0.22,1.28,4,541,0
E01536,6353932,0.75,1.18,1,672,0
E01537,453007,0.19,0.52,1,666,0
E01538,3127422,0.66,1.34,2,749,0
E01539,4208342,0.42,1.49,2,692,0
E01540,4640751,0.81,1.39,2,777,1
E01541,3513731,0.31,1.6,1,737,0
E01542,3405994,0.68,1.36,2,729,0
E01543,8342965,0.31,0.6,0,664,0
E01544,4784881,0.74,0.67,0,742,1
E01545,3609912,0.89,1.39,3,589,0
E01546,4917661,0.21,0.91,5,678,0
E01547,6074181,0.88,0.62,2,557,0
E01548,5103252,0.63,1.14,0,762,0
E01549,4588544,0.21,1.33,3,635,0
E01550,3699966,0.48,0.99,0,737,0
E01551,3675738,0.24,1.58,0,806,0
E01552,3804383,0.73,1.47,0,742,0
E01553,5677629,0.78,1.0,1,650,0
E01554,3011639,0.2,1.63,3,845,0
E01555,5786538,0.56,1.47,2,746,0
E01556,7825989,0.83,1.46,0,718,0
E01557,5651414,0.94,1.33,0,508,0
E01558,4260828,0.56,0.52,0,793,0
E01559,2403746,0.96,1.54,0,512,0
E01560,8156213,0.58,1.06,1,762,0
E01561,2659964,0.45,1.91,4,724,0
E01562,6697124,0.86,1.73,1,730,0
E01563,6277035,0.54,1.38,4,677,0
E01564,4526462,0.52,0.88,0,746,0
E01565,4474042,0.54,0.81,0,566,1
E01566,1328577,0.86,1.01,3,796,0
E01567,5660130,0.85,1.21,5,656,0
E01568,6239852,0.46,0.94,1,664,0
E01569,2821839,0.4,1.27,0,683,0
E01570,4688357,0.54,0.75,2,707,0
E01571,5075723,0.62,1.97,2,515,0
E01572,6169145,0.31,0.66,1,799,1
E01573,5007606,0.81,1.9,2,805,0
E01574,1747361,0.54,1.87,1,740,0
E01575,3940124,0.4,1.29,1,729,0
E01576,5449251,0.2,1.59,0,517,0
E01577,6683056,0.31,1.15,0,646,0
E01578,3764726,0.95,1.45,2,743,1
E01579,9375299,0.37,1.01,4,550,1
E01580,1211053,0.25,0.95,1,758,0
E01581,3872599,0.51,1.37,2,737,0
E01582,4833932,0.38,1.25,1,745,0
E01583,4598501,0.13,1.37,0,844,0
E01584,2535715,0.39,0.93,0,809,0
E01585,5895723,0.59,1.05,3,548,1
E01586,5742188,0.6,0.63,2,783,0
E01587,5095922,0.42,0.58,1,537,1
E01588,5663687,0.5,0.88,0,783,0
E01589,4152447,0.97,0.61,2,531,0
E01590,1765274,0.44,0.66,0,742,1
E01591,3566720,0.33,1.72,0,540,0
E01592,5314109,0.32,0.56,1,791,0
E01593,5325488,0.51,1.49,2,602,0
E01594,5082758,0.78,0.91,2,791,1
E01595,6097416,0.29,1.81,0,606,0
E01596,3837707,0.74,1.23,1,745,1
E01597,5053362,0.12,0.96,0,586,0
E01598,6144185,0.48,1.28,0,565,0
E01599,4830220,0.8,1.07,4,637,1
E01600,2513352,0.4,1.35,1,825,0
E01601,3077023,0.61,0.67,0,699,0
E01602,6661704,0.28,2.0,0,834,0
E01603,7784944,0.77,1.14,0,592,0
E01604,7350566,0.15,1.02,0,847,0
E01605,5464311,0.87,1.57,1,777,1
E01606,2593734,0.28,1.05,3,519,0
E01607,4987296,0.89,1.75,1,788,0
E01608,8124510,0.42,1.18,0,589,0
E01609,6236976,0.75,1.58,0,549,0
E01610,4585044,0.39,0.66,2,509,0
E01611,6257250,0.92,1.77,0,578,0
E01612,2461209,0.21,1.6,1,536,0
E01613,3608657,0.26,0.82,1,558,0
E01614,2831617,0.54,0.72,1,587,0
E01615,5939143,0.17,0.97,1,603,0
E01616,6428206,0.28,1.96,2,818,0
E01617,4692347,0.95,0.89,6,776,1
E01618,3254140,0.98,1.18,6,603,1
E01619,4960501,0.44,0.55,5,753,0
E01620,4026840,0.93,1.1,1,729,0
E01621,3407658,0.59,1.36,2,834,0
E01622,5677987,0.34,1.93,0,536,0
E01623,3484015,0.73,1.28,4,800,1
E01624,1867300,0.69,1.73,1,641,0
E01625,2311771,0.99,1.32,1,542,1
E01626,1793479,0.34,0.56,2,615,0
E01627,5495023,0.7,0.97,1,840,0
E01628,5300810,0.15,1.36,1,583,0
E01629,5201040,0.2,1.93,0,758,0
E01630,6175463,0.1,1.79,1,586,0
E01631,7383917,1.0,0.84,2,842,0
E01632,3815466,0.82,0.83,0,846,1
E01633,5812954,0.81,0.8,2,790,1
E01634,1840768,0.56,1.88,3,595,0
E01635,7757419,0.37,1.78,3,754,0
E01636,2510337,0.24,1.66,1,841,0
E01637,3579837,0.36,1.09,3,635,0
E01638,3804580,0.44,1.26,2,747,0
E01639,1947458,0.78,1.2,0,591,0
E01640,5065151,0.59,0.88,1,746,0
E01641,5427807,0.17,1.26,2,757,0
E01642,4621172,0.12,0.55,3,686,0
E01643,1919504,0.19,0.7,2,623,0
E01644,8966772,0.47,1.83,1,759,0
E01645,6098461,0.94,1.63,0,668,0
E01646,10268444,0.67,1.13,2,610,0
E01647,3389781,0.82,1.28,4,789,1
E01648,6915764,0.52,1.05,0,586,0
E01649,6558547,0.43,1.61,2,512,0
E01650,4418849,0.2,1.68,1,762,0
E01651,7822101,0.89,1.64,0,787,1
E01652,4189179,0.8,1.58,4,522,0
E01653,4278217,0.25,0.81,0,699,1
E01654,100000,0.56,1.01,2,741,0
E01655,5818056,0.54,1.2,2,738,0
E01656,2348980,0.66,1.0,2,802,0
E01657,3898557,0.95,1.63,2,664,0
E01658,2947560,0.62,0.99,3,725,0
E01659,4267536,0.59,0.71,0,675,0
E01660,5887760,0.15,1.1,1,528,0
E01661,5022283,0.16,1.97,1,664,0
E01662,6419282,0.27,0.84,1,522,0
E01663,7531259,0.13,1.42,1,793,0
E01664,4262408,0.77,1.15,2,543,0
E01665,4042865,0.75,0.61,0,760,1
E01666,6915455,0.22,1.23,0,679,0
E01667,7074094,0.85,1.55,2,795,0
E01668,6481181,0.24,1.27,1,638,0
E01669,3095642,0.37,1.81,3,833,0
E01670,5845310,0.32,0.93,1,747,0
E01671,5218941,0.44,0.63,2,740,0
E01672,7105057,0.33,1.9,4,605,0
E01673,3854255,0.54,1.07,1,672,0
E01674,1666779,0.47,1.36,0,548,1
E01675,6380473,0.99,1.69,2,622,0
E01676,100000,0.15,0.99,4,534,0
E01677,3536973,0.23,1.57,1,605,0
E01678,2953608,0.15,0.7,1,827,0
E01679,2940130,0.66,0.94,2,695,1
E01680,3501937,0.15,0.72,1,608,1
E01681,7434747,0.85,1.72,2,624,0
E01682,6641110,0.56,0.83,1,826,1
E01683,4496538,0.57,1.58,2,794,0
E01684,7267246,0.61,1.91,1,846,0
E01685,2875405,0.25,1.29,1,536,0
E01686,2603433,0.28,1.31,1,687,0
E01687,6727193,0.39,1.19,2,836,0
E01688,6159286,0.63,0.99,1,522,0
E01689,4079473,0.29,1.21,2,760,0
E01690,2729078,0.2,1.4,1,693,0
E01691,7919463,0.97,1.98,2,651,0
E01692,1559794,0.12,1.91,1,517,0
E01693,3803148,0.82,1.79,2,526,0
E01694,5457153,0.81,1.83,0,523,0
E01695,8604329,0.37,1.2,4,528,1
E01696,5766200,0.22,1.49,3,638,0
E01697,5960609,0.23,1.84,2,645,0
E01698,3861232,0.73,1.09,0,622,1
E01699,6136960,0.68,1.94,0,627,0
E01700,5210618,0.8,1.12,1,616,0
E01701,1823070,0.94,1.4,1,631,0
E01702,6585869,0.72,1.56,3,788,0
E01703,6940786,0.24,1.93,1,705,0
E01704,6606730,0.32,0.87,4,735,0
E01705,5066655,0.86,1.62,5,541,0
E01706,3087646,0.29,1.28,1,659,0
E01707,381632,0.17,0.9,1,751,0
E01708,5314107,0.73,1.66,3,678,0
E01709,7163884,0.46,1.33,3,624,0
E01710,6991064,0.93,1.49,3,759,0
E01711,6632145,0.69,0.98,2,775,0
E01712,4851578,0.18,1.22,2,712,0
E01713,7174928,0.95,1.43,2,823,0
E01714,6848323,0.33,1.11,1,689,0
E01715,4154732,0.4,0.8,1,557,1
E01716,6353196,0.46,1.94,2,702,0
E01717,3928081,0.15,1.27,2,579,1
E01718,6080048,0.55,1.6,1,727,0
E01719,2401766,0.21,1.12,3,594,1
E01720,2555576,0.46,1.03,3,503,0
E01721,7116414,0.42,1.11,4,664,0
E01722,6875120,0.8,1.11,1,799,1
E01723,6267223,0.82,1.32,3,541,1
E01724,5175937,0.24,1.32,1,784,0
E01725,217451,0.43,1.25,3,728,0
E01726,4850248,0.44,0.7,1,742,1
E01727,5908366,0.24,1.24,1,711,0
E01728,3930533,0.82,0.75,2,799,0
E01729,3575011,0.74,0.69,2,554,0
E01730,7888840,0.27,1.9,1,835,0
E01731,4879422,0.43,1.41,0,672,0
E01732,5909590,0.2,1.49,0,776,0
E01733,6548262,0.67,1.1,3,833,0
E01734,2997125,0.21,1.86,0,728,0
E01735,5386414,0.99,1.46,1,529,0
E01736,7639288,0.8,1.65,1,522,0
E01737,8638446,0.45,1.05,3,504,0
E01738,5079872,0.62,1.94,1,562,1
E01739,4524112,0.92,1.73,2,720,0
E01740,5538048,0.6,1.78,1,814,0
E01741,5487274,0.26,0.76,1,581,1
E01742,7773516,0.44,0.91,2,741,0
E01743,3007216,0.86,0.93,3,752,0
E01744,4440253,0.68,0.91,2,551,0
E01745,2765717,0.69,1.78,0,820,0
E01746,2975810,0.88,0.55,1,538,1
E01747,5753148,0.9,0.61,1,758,0
E01748,6619715,0.93,0.91,1,826,1
E01749,3701216,0.19,0.8,2,770,0
E01750,6544189,0.59,0.85,1,571,0
E01751,7223157,0.77,1.7,0,569,1
E01752,8869411,0.78,1.34,1,719,0
E01753,5139493,0.65,0.51,4,503,0
E01754,3720470,0.25,1.14,2,849,0
E01755,2995056,0.82,1.11,0,789,0
E01756,2796413,0.75,0.67,2,791,1
E01757,7499561,0.18,1.51,0,730,0
E01758,1969809,0.52,1.55,4,579,0
E01759,7435496,0.26,1.58,2,565,0
E01760,3263117,0.4,1.59,1,635,0
E01761,3629587,0.12,0.5,1,690,0
E01762,4696889,0.46,1.93,2,846,0
E01763,3592690,0.59,1.72,2,835,0
E01764,6863959,0.66,1.86,3,558,0
E01765,8626687,0.7,0.52,0,765,0
E01766,3685135,0.85,1.9,2,506,0
E01767,4135524,0.29,1.71,2,701,0
E01768,4673358,0.21,1.76,2,831,0
E01769,6082113,0.87,0.64,0,736,0
E01770,4693031,0.24,1.61,3,767,0
E01771,7774514,0.98,1.94,2,578,0
E01772,7293247,0.86,1.52,0,545,0
E01773,2629075,0.55,1.36,5,742,0
E01774,6041936,0.98,1.92,3,787,0
E01775,8040678,0.19,1.16,0,659,0
E01776,4010438,0.37,1.4,2,614,0
E01777,4411470,0.67,1.21,2,613,0
E01778,3943926,0.42,1.9,2,625,0
E01779,3985848,0.94,0.61,4,589,0
E01780,1663096,0.16,1.25,0,560,0
E01781,2343370,0.59,1.53,0,816,0
E01782,5154947,0.63,1.69,1,601,0
E01783,8027195,0.69,1.37,3,613,0
E01784,3773278,0.33,1.86,2,673,0
E01785,3714485,0.43,1.91,2,591,0
E01786,8403042,0.86,0.6,1,682,0
E01787,2783485,0.28,1.1,1,704,0
E01788,1677513,0.84,0.54,0,694,0
E01789,3342969,0.61,0.99,1,804,0
E01790,3674431,0.79,1.31,1,524,0
E01791,1505093,0.74,1.87,2,733,1
E01792,4743916,0.29,1.77,2,515,0
E01793,6896892,0.61,0.69,3,640,0
E01794,2428090,0.88,0.64,2,607,0
E01795,5175156,0.49,1.38,1,799,0
E01796,5791871,0.97,1.3,1,838,0
E01797,4833231,0.51,0.9,3,802,0
E01798,5371385,0.23,1.85,3,579,0
E01799,5394654,0.45,1.89,2,575,0
E01800,3374544,0.96,1.1,2,775,0
E01801,7997165,0.39,1.84,3,767,0
E01802,7495513,0.88,1.08,1,611,1
E01803,7379822,0.89,1.61,2,815,0
E01804,7027351,0.42,1.21,2,574,0
E01805,1850041,0.17,0.68,1,713,0
E01806,6852124,0.75,1.89,1,533,1
E01807,6311202,0.38,1.18,3,640,0
E01808,1926952,0.8,1.6,2,665,0
E01809,4570179,0.5,1.05,1,730,0
E01810,5553586,0.54,0.53,2,791,0
E01811,8328634,0.8,0.65,2,527,1
E01812,6449447,0.44,1.24,4,794,0
E01813,3270868,0.5,1.53,1,832,0
E01814,8390776,0.44,1.0,0,590,0
E01815,5087559,0.43,1.54,1,614,0
E01816,4488317,0.57,1.55,0,658,0
E01817,4345763,0.83,1.56,1,757,1
E01818,1752889,0.43,1.24,0,837,0
E01819,4780460,0.57,1.87,0,589,0
E01820,5994970,0.7,1.23,0,744,1
E01821,4229233,0.34,1.18,3,797,0
E01822,5840904,0.35,0.8,0,530,0
E01823,3271217,0.94,0.96,0,816,0
E01824,4718144,0.75,0.56,1,811,0
E01825,5633080,0.62,1.45,2,727,0
E01826,5379321,0.68,0.87,0,838,0
E01827,1789069,0.13,0.96,2,627,0
E01828,4121988,0.66,1.66,4,769,0
E01829,8354925,0.56,0.99,1,769,0
E01830,4015107,0.59,0.86,2,708,0
E01831,5031615,0.42,0.75,1,677,0
E01832,4826488,0.17,1.66,2,805,0
E01833,8136479,0.27,0.69,0,690,0
E01834,7580736,0.96,1.18,4,567,0
E01835,6615061,0.47,1.26,1,826,0
E01836,3053515,0.52,1.53,0,766,0
E01837,5718366,0.15,1.45,1,769,0
E01838,6135883,0.13,1.72,1,627,0
E01839,3602790,0.75,0.57,1,763,0
E01840,3258965,0.58,0.94,1,720,0
E01841,8410028,0.56,0.92,0,741,1
E01842,4398393,0.32,0.72,2,743,0
E01843,8229953,0.77,0.93,4,518,0
E01844,6994187,0.25,0.96,3,654,0
E01845,5815753,0.27,1.28,2,728,0
E01846,5905062,0.51,1.5,1,557,0
E01847,2199160,0.36,1.07,3,780,0
E01848,5413549,0.32,1.58,0,544,0
E01849,7834040,0.68,1.0,0,601,0
E01850,6362679,0.69,0.94,2,547,0
E01851,5308673,0.84,1.31,2,549,0
E01852,8423874,0.48,0.54,2,580,0
E01853,4629918,0.17,0.62,3,799,0
E01854,3760888,0.35,1.13,4,558,0
E01855,5307663,0.98,1.91,2,660,0
E01856,6532934,0.64,1.58,0,602,0
E01857,1564411,0.74,0.63,0,833,0
E01858,5569737,0.11,1.77,1,773,0
E01859,6620690,0.57,1.6,2,682,0
E01860,4460716,0.13,1.42,0,615,0
E01861,7213929,0.61,1.73,0,766,0
E01862,6282373,0.93,1.11,0,663,0
E01863,9282766,0.97,0.83,1,642,0
E01864,3498794,0.59,1.27,1,817,0
E01865,6661419,0.51,1.32,0,803,0
E01866,2965352,0.95,1.31,0,593,1
E01867,1769267,0.71,1.35,4,749,1
E01868,928938,0.16,1.92,1,842,0
E01869,6076648,0.52,1.85,1,805,0
E01870,5368495,0.32,1.81,1,815,0
E01871,4041897,0.52,1.7,1,739,0
E01872,1452991,0.51,1.92,2,558,1
E01873,3619226,0.62,0.65,1,514,1
E01874,5008186,0.42,0.9,2,784,0
E01875,6586338,0.25,1.24,3,702,0
E01876,4966928,0.55,1.77,2,736,0
E01877,5504120,0.85,1.26,1,795,0
E01878,4247735,0.7,1.62,0,786,0
E01879,8498448,0.4,0.71,3,572,0
E01880,2963500,0.94,0.88,1,713,0
E01881,3601523,0.92,1.6,3,510,0
E01882,4015283,0.29,0.75,3,836,1
E01883,6085408,0.14,1.03,1,724,0
E01884,2922280,0.77,0.9,1,817,0
E01885,5271437,0.84,1.02,0,702,1
E01886,5329820,0.97,1.56,0,730,0
E01887,3611284,0.9,1.05,1,550,1
E01888,5659958,0.64,1.33,1,556,0
E01889,2984372,0.58,0.65,1,631,0
E01890,2765851,0.13,1.71,2,779,0
E01891,5199211,0.32,1.05,1,796,0
E01892,1680488,0.51,1.47,2,804,0
E01893,710394,0.67,1.59,1,724,0
E01894,6065666,0.6,0.81,2,673,0
E01895,7097939,0.77,1.83,1,791,0
E01896,4066393,0.35,1.42,1,765,0
E01897,3663858,0.61,1.14,1,746,0
E01898,7011070,0.18,0.77,1,577,0
E01899,2708923,0.47,1.91,1,634,0
E01900,2273254,0.78,1.63,1,639,0
E01901,6415272,0.72,0.81,2,841,0
E01902,5018076,0.99,1.01,2,752,0
E01903,7129753,0.35,1.71,1,675,0
