source_id,target_id,relationship_type,weight,interaction_freq,src_revenue,src_debt_ratio,src_liquidity,src_legal_cases,src_credit_score,src_bankrupt,tgt_revenue,tgt_debt_ratio,tgt_liquidity,tgt_legal_cases,tgt_credit_score,tgt_bankrupt
E00768,E01361,shared_director,0.23,1,2762737,0.28,1.07,2,642,0,10431893,0.88,1.6,1,833,0
E00768,E00445,co-investor,0.75,28,2762737,0.28,1.07,2,642,0,1876386,0.61,0.55,1,633,0
E00542,E00445,supplier,0.28,33,6139900,0.25,1.13,2,747,0,1876386,0.61,0.55,1,633,0
E01701,E00445,shared_director,0.31,11,1823070,0.94,1.4,1,631,0,1876386,0.61,0.55,1,633,0
E01585,E00445,co-investor,0.69,46,5895723,0.59,1.05,3,548,1,1876386,0.61,0.55,1,633,0
E00768,E00540,co-investor,0.92,5,2762737,0.28,1.07,2,642,0,3132555,0.61,0.91,1,522,1
E00866,E00540,supplier,0.16,24,7150866,0.87,0.61,1,591,0,3132555,0.61,0.91,1,522,1
E02733,E00540,parent_company,0.89,40,4251639,0.97,1.75,3,780,0,3132555,0.61,0.91,1,522,1
E00287,E00540,supplier,0.3,8,6865993,0.31,1.17,3,612,0,3132555,0.61,0.91,1,522,1
E02202,E00540,shared_director,0.65,8,6611780,0.61,0.57,1,816,0,3132555,0.61,0.91,1,522,1
E00275,E00540,shared_director,0.67,31,6389522,0.19,1.63,1,693,0,3132555,0.61,0.91,1,522,1
E01672,E00424,supplier,0.18,36,7105057,0.33,1.9,4,605,0,9365014,0.4,0.95,3,777,0
E01672,E02477,parent_company,0.84,41,7105057,0.33,1.9,4,605,0,9700411,0.52,1.34,2,756,0
E02652,E02477,shared_director,0.25,13,5505179,0.94,0.59,5,792,0,9700411,0.52,1.34,2,756,0
E00188,E02477,shared_director,0.92,44,6237323,0.34,0.87,2,814,0,9700411,0.52,1.34,2,756,0
E00897,E02477,parent_company,0.21,45,1602301,0.88,1.16,0,651,0,9700411,0.52,1.34,2,756,0
E00178,E02477,parent_company,0.26,34,6065190,0.43,0.98,1,749,0,9700411,0.52,1.34,2,756,0
E01740,E02477,supplier,0.62,47,5538048,0.6,1.78,1,814,0,9700411,0.52,1.34,2,756,0
E02408,E02477,co-investor,0.9,41,4870664,0.31,0.68,0,534,1,9700411,0.52,1.34,2,756,0
E00382,E00703,supplier,0.71,12,4949221,0.37,0.89,0,521,0,4122825,0.82,0.85,2,822,0
E00382,E01265,supplier,0.98,49,4949221,0.37,0.89,0,521,0,8680434,0.49,1.49,1,626,0
E02489,E01265,parent_company,0.49,44,5146869,0.58,1.91,1,843,0,8680434,0.49,1.49,1,626,0
E02040,E01265,co-investor,0.2,15,6193565,0.93,1.89,2,782,0,8680434,0.49,1.49,1,626,0
E02689,E01265,supplier,0.56,28,7411912,0.47,0.76,6,520,0,8680434,0.49,1.49,1,626,0
E00382,E00911,shared_director,0.6,31,4949221,0.37,0.89,0,521,0,8261858,0.32,1.23,0,680,0
E02374,E00911,parent_company,0.92,1,6012733,0.45,1.68,0,786,0,8261858,0.32,1.23,0,680,0
E00486,E00911,parent_company,0.87,10,7445001,0.1,1.31,2,693,0,8261858,0.32,1.23,0,680,0
E01684,E00911,shared_director,0.86,16,7267246,0.61,1.91,1,846,0,8261858,0.32,1.23,0,680,0
E02268,E00911,parent_company,0.74,32,4588462,0.35,1.14,1,764,0,8261858,0.32,1.23,0,680,0
E00382,E02527,shared_director,0.35,15,4949221,0.37,0.89,0,521,0,4516500,0.77,0.88,2,512,1
E01404,E02527,co-investor,0.87,17,6217214,0.92,1.01,1,555,0,4516500,0.77,0.88,2,512,1
E02071,E02527,shared_director,0.21,15,3585413,0.62,1.14,1,617,0,4516500,0.77,0.88,2,512,1
E00239,E02527,co-investor,0.58,47,9619445,0.16,0.92,2,646,1,4516500,0.77,0.88,2,512,1
E00589,E02527,co-investor,0.92,26,3793352,0.2,1.66,4,592,0,4516500,0.77,0.88,2,512,1
E01548,E02527,co-investor,0.79,19,5103252,0.63,1.14,0,762,0,4516500,0.77,0.88,2,512,1
E00581,E02527,shared_director,0.41,25,3258854,0.18,0.89,1,773,0,4516500,0.77,0.88,2,512,1
E00884,E02527,parent_company,0.33,25,7893007,0.62,1.22,0,532,0,4516500,0.77,0.88,2,512,1
E00382,E00913,shared_director,0.7,5,4949221,0.37,0.89,0,521,0,3750420,0.91,1.68,3,602,0
E01429,E00913,supplier,0.48,5,5015928,0.97,0.69,1,687,0,3750420,0.91,1.68,3,602,0
E02501,E00913,parent_company,0.98,40,7992204,0.18,2.0,3,811,0,3750420,0.91,1.68,3,602,0
E01816,E00913,parent_company,0.11,46,4488317,0.57,1.55,0,658,0,3750420,0.91,1.68,3,602,0
E01196,E01695,shared_director,0.8,47,5214084,0.23,1.25,2,560,0,8604329,0.37,1.2,4,528,1
E01330,E01695,parent_company,0.89,38,2783670,0.74,0.85,2,799,0,8604329,0.37,1.2,4,528,1
E02708,E01695,supplier,0.97,35,4519694,0.43,0.56,6,501,0,8604329,0.37,1.2,4,528,1
E00736,E01695,shared_director,0.47,26,5834380,0.24,1.13,2,506,0,8604329,0.37,1.2,4,528,1
E02462,E01695,parent_company,0.24,50,3876824,0.84,0.78,2,562,1,8604329,0.37,1.2,4,528,1
E01196,E02731,supplier,0.73,47,5214084,0.23,1.25,2,560,0,949163,0.37,0.85,0,685,0
E01196,E01153,supplier,0.58,20,5214084,0.23,1.25,2,560,0,1229599,0.35,0.59,2,574,1
E01947,E01153,supplier,0.34,10,5503673,0.58,1.81,3,543,0,1229599,0.35,0.59,2,574,1
E01602,E01153,parent_company,0.74,46,6661704,0.28,2.0,0,834,0,1229599,0.35,0.59,2,574,1
E01031,E01153,parent_company,0.16,5,5634943,0.51,1.07,1,593,0,1229599,0.35,0.59,2,574,1
E00231,E01153,supplier,0.46,8,2987768,0.48,1.5,1,830,0,1229599,0.35,0.59,2,574,1
E02292,E00995,parent_company,0.72,11,3907481,0.76,0.75,0,742,0,3383160,0.7,0.88,2,773,0
E00188,E00995,parent_company,0.11,41,6237323,0.34,0.87,2,814,0,3383160,0.7,0.88,2,773,0
E00585,E00995,shared_director,0.46,5,1175793,0.31,1.17,2,500,0,3383160,0.7,0.88,2,773,0
E02893,E00995,supplier,0.45,21,4007895,0.39,0.79,3,715,0,3383160,0.7,0.88,2,773,0
E00845,E00995,co-investor,0.68,44,5608252,0.61,0.66,1,694,0,3383160,0.7,0.88,2,773,0
E00085,E00995,shared_director,0.78,9,5579684,0.29,1.99,2,760,0,3383160,0.7,0.88,2,773,0
E00313,E00995,co-investor,0.84,27,5533161,0.59,0.62,1,646,0,3383160,0.7,0.88,2,773,0
E02292,E01385,co-investor,0.29,10,3907481,0.76,0.75,0,742,0,6030085,0.7,1.1,1,555,0
E02217,E01385,supplier,0.63,37,4016877,0.91,0.7,1,528,1,6030085,0.7,1.1,1,555,0
E00956,E01385,parent_company,0.61,45,4243091,0.59,1.49,0,840,0,6030085,0.7,1.1,1,555,0
E00569,E00106,supplier,0.88,18,7890769,0.93,0.91,1,747,1,3119172,0.46,0.84,7,539,1
E02478,E00106,parent_company,0.99,21,100000,0.28,1.88,2,638,0,3119172,0.46,0.84,7,539,1
E00569,E02709,supplier,0.61,13,7890769,0.93,0.91,1,747,1,10109372,0.22,0.52,1,714,0
E01350,E02709,parent_company,0.85,10,2654816,0.18,1.96,0,816,0,10109372,0.22,0.52,1,714,0
E00569,E00984,shared_director,0.58,6,7890769,0.93,0.91,1,747,1,5193499,0.4,1.17,0,641,0
E02873,E00984,supplier,0.97,30,3421305,0.44,1.77,2,769,0,5193499,0.4,1.17,0,641,0
E00260,E00685,shared_director,0.35,20,6875676,0.71,1.62,1,644,0,6007472,0.18,0.96,0,588,0
E01460,E00685,parent_company,0.94,6,3672559,0.81,1.59,2,507,0,6007472,0.18,0.96,0,588,0
E00260,E01873,parent_company,0.28,46,6875676,0.71,1.62,1,644,0,3619226,0.62,0.65,1,514,1
E00483,E01873,shared_director,0.98,2,3323225,0.5,1.24,4,547,0,3619226,0.62,0.65,1,514,1
E00716,E01873,supplier,0.73,30,5395157,0.88,1.47,1,761,0,3619226,0.62,0.65,1,514,1
E00212,E01873,co-investor,0.66,36,7087091,0.47,0.58,2,776,1,3619226,0.62,0.65,1,514,1
E00260,E00366,co-investor,0.17,8,6875676,0.71,1.62,1,644,0,5646491,0.93,1.14,0,582,0
E02645,E00366,parent_company,0.5,27,8803118,0.66,1.71,1,516,0,5646491,0.93,1.14,0,582,0
E02681,E00366,parent_company,0.42,48,4936975,0.77,1.27,1,551,1,5646491,0.93,1.14,0,582,0
E01708,E00366,shared_director,0.35,25,5314107,0.73,1.66,3,678,0,5646491,0.93,1.14,0,582,0
E01333,E00366,shared_director,0.45,26,5583723,0.43,1.24,2,791,0,5646491,0.93,1.14,0,582,0
E02759,E00366,supplier,0.2,26,8985665,0.92,1.24,1,568,0,5646491,0.93,1.14,0,582,0
E02353,E00366,parent_company,0.46,6,3327786,0.27,1.42,2,680,0,5646491,0.93,1.14,0,582,0
E00771,E00366,co-investor,0.9,48,1079683,0.15,0.93,1,725,0,5646491,0.93,1.14,0,582,0
E01265,E00366,shared_director,0.33,39,8680434,0.49,1.49,1,626,0,5646491,0.93,1.14,0,582,0
E01984,E01524,co-investor,0.79,4,3880515,0.57,0.74,1,674,0,3553074,0.22,0.91,2,817,0
E00338,E01524,parent_company,0.15,41,4644519,0.82,1.49,3,520,1,3553074,0.22,0.91,2,817,0
E01426,E01524,co-investor,0.48,12,7406225,0.36,0.54,4,738,0,3553074,0.22,0.91,2,817,0
E02729,E01524,shared_director,0.55,36,6197478,0.32,1.13,2,767,0,3553074,0.22,0.91,2,817,0
E01984,E01767,supplier,0.28,3,3880515,0.57,0.74,1,674,0,4135524,0.29,1.71,2,701,0
E00449,E01767,co-investor,0.42,43,1734095,0.49,1.32,1,512,0,4135524,0.29,1.71,2,701,0
E02166,E01767,shared_director,0.97,37,4538179,0.22,1.61,2,677,0,4135524,0.29,1.71,2,701,0
E00350,E01767,shared_director,0.88,2,4586865,0.42,1.01,2,715,0,4135524,0.29,1.71,2,701,0
E01984,E01109,shared_director,0.58,10,3880515,0.57,0.74,1,674,0,5744869,0.38,0.99,2,594,0
E01630,E01109,co-investor,0.14,25,6175463,0.1,1.79,1,586,0,5744869,0.38,0.99,2,594,0
E00531,E01109,supplier,0.19,32,3456743,0.75,1.75,2,528,1,5744869,0.38,0.99,2,594,0
E00654,E01109,co-investor,1.0,16,6402746,0.68,0.97,2,661,0,5744869,0.38,0.99,2,594,0
E02771,E01109,shared_director,0.2,49,3319216,0.1,1.64,1,728,0,5744869,0.38,0.99,2,594,0
E01984,E00676,supplier,0.28,46,3880515,0.57,0.74,1,674,0,2185711,0.28,1.08,1,741,0
E02267,E00676,shared_director,0.32,38,8182038,0.36,1.77,1,565,1,2185711,0.28,1.08,1,741,0
E01533,E00676,co-investor,0.95,25,6977338,0.34,1.78,1,690,0,2185711,0.28,1.08,1,741,0
E01984,E00268,parent_company,0.73,39,3880515,0.57,0.74,1,674,0,5209470,0.53,1.9,0,737,0
E02452,E00268,shared_director,0.7,1,4415489,0.61,1.58,1,647,0,5209470,0.53,1.9,0,737,0
E01984,E00793,parent_company,0.51,13,3880515,0.57,0.74,1,674,0,3719013,0.74,1.6,2,764,0
E02168,E00793,co-investor,0.55,46,4074368,0.62,0.89,0,540,1,3719013,0.74,1.6,2,764,0
E01984,E02245,supplier,0.75,10,3880515,0.57,0.74,1,674,0,5803121,0.1,1.55,1,514,0
E00223,E02245,parent_company,0.26,3,6839655,0.39,1.39,2,647,0,5803121,0.1,1.55,1,514,0
E02561,E02459,shared_director,0.28,2,6046790,0.54,0.94,2,516,0,7740819,0.53,1.51,0,774,0
E02477,E02459,shared_director,0.18,34,9700411,0.52,1.34,2,756,0,7740819,0.53,1.51,0,774,0
E01039,E02459,supplier,0.66,26,7076777,0.22,0.88,1,780,0,7740819,0.53,1.51,0,774,0
E02906,E02459,parent_company,0.88,47,4267516,0.72,0.63,3,755,0,7740819,0.53,1.51,0,774,0
E00416,E02459,shared_director,0.18,38,6362890,0.77,0.6,3,771,0,7740819,0.53,1.51,0,774,0
E02561,E02220,parent_company,0.65,2,6046790,0.54,0.94,2,516,0,2489784,0.74,1.67,2,576,0
E01663,E02220,supplier,0.34,38,7531259,0.13,1.42,1,793,0,2489784,0.74,1.67,2,576,0
E01197,E02220,supplier,0.55,11,4788939,0.68,1.77,0,502,0,2489784,0.74,1.67,2,576,0
E00407,E02220,parent_company,0.36,12,6977765,0.92,1.81,2,592,0,2489784,0.74,1.67,2,576,0
E00614,E02220,parent_company,0.68,31,6502751,0.43,1.97,2,575,1,2489784,0.74,1.67,2,576,0
E00388,E02220,supplier,0.92,36,2812742,0.28,0.84,2,564,1,2489784,0.74,1.67,2,576,0
E01228,E02220,parent_company,0.59,12,4637043,0.19,1.06,2,518,0,2489784,0.74,1.67,2,576,0
E01248,E00028,shared_director,0.4,40,1532032,0.9,0.59,0,801,0,10287143,0.88,1.81,3,805,0
E01511,E00028,co-investor,0.45,1,1949361,0.65,1.84,1,521,0,10287143,0.88,1.81,3,805,0
E00507,E00028,supplier,0.89,38,798162,0.64,1.01,4,773,0,10287143,0.88,1.81,3,805,0
E01958,E00028,co-investor,0.42,16,5519147,0.86,1.3,0,835,1,10287143,0.88,1.81,3,805,0
E01390,E00028,co-investor,0.46,35,7364907,0.42,1.38,0,583,0,10287143,0.88,1.81,3,805,0
E01248,E01781,co-investor,0.99,38,1532032,0.9,0.59,0,801,0,2343370,0.59,1.53,0,816,0
E02213,E01781,co-investor,0.85,25,4453755,0.84,0.53,1,661,0,2343370,0.59,1.53,0,816,0
E00859,E01781,co-investor,0.4,49,6625378,1.0,1.77,1,527,0,2343370,0.59,1.53,0,816,0
E01248,E01375,shared_director,0.54,23,1532032,0.9,0.59,0,801,0,6903920,0.31,0.89,1,669,0
E01064,E01375,shared_director,0.98,10,2673621,0.2,1.72,0,569,0,6903920,0.31,0.89,1,669,0
E01248,E02517,supplier,0.97,45,1532032,0.9,0.59,0,801,0,3646658,0.29,1.49,2,616,0
E00237,E02517,supplier,0.27,29,4668553,0.25,1.25,1,708,0,3646658,0.29,1.49,2,616,0
E02737,E02517,co-investor,0.81,23,7447420,0.48,1.09,1,630,0,3646658,0.29,1.49,2,616,0
E02435,E02183,parent_company,0.96,28,629406,0.68,1.28,1,525,0,7704056,0.87,1.61,0,708,1
E01238,E02183,shared_director,0.46,27,581696,0.84,1.33,1,574,1,7704056,0.87,1.61,0,708,1
E02435,E01296,shared_director,0.51,26,629406,0.68,1.28,1,525,0,4075807,1.0,0.83,3,698,0
E01040,E01296,co-investor,0.77,8,6010848,0.72,1.16,0,518,1,4075807,1.0,0.83,3,698,0
E01839,E01296,supplier,0.45,22,3602790,0.75,0.57,1,763,0,4075807,1.0,0.83,3,698,0
E01755,E01296,co-investor,0.89,46,2995056,0.82,1.11,0,789,0,4075807,1.0,0.83,3,698,0
E00823,E01963,co-investor,0.26,26,3833284,0.51,1.7,2,819,0,2807195,0.27,1.32,4,588,0
E02755,E01963,shared_director,0.82,42,4573340,0.88,1.21,2,844,0,2807195,0.27,1.32,4,588,0
E01073,E01963,supplier,0.86,25,7297466,0.12,0.97,0,692,0,2807195,0.27,1.32,4,588,0
E00823,E02853,co-investor,0.15,42,3833284,0.51,1.7,2,819,0,4604461,0.34,1.15,4,642,0
E01155,E02853,parent_company,0.66,2,1787245,0.76,1.65,3,610,0,4604461,0.34,1.15,4,642,0
E01622,E02853,shared_director,0.38,33,5677987,0.34,1.93,0,536,0,4604461,0.34,1.15,4,642,0
E01624,E02853,co-investor,0.2,27,1867300,0.69,1.73,1,641,0,4604461,0.34,1.15,4,642,0
E00693,E02853,shared_director,0.99,2,3303802,0.95,1.29,2,827,0,4604461,0.34,1.15,4,642,0
E00823,E00053,supplier,0.92,4,3833284,0.51,1.7,2,819,0,7540251,0.83,1.17,0,791,0
E00018,E00053,co-investor,0.54,27,7017205,0.26,1.01,1,782,0,7540251,0.83,1.17,0,791,0
E00735,E00053,shared_director,0.7,26,3066965,0.9,0.69,0,785,1,7540251,0.83,1.17,0,791,0
E01074,E00053,shared_director,0.8,20,7864684,0.73,1.14,4,596,0,7540251,0.83,1.17,0,791,0
E00823,E01364,supplier,0.52,32,3833284,0.51,1.7,2,819,0,4326204,0.23,1.84,1,843,0
E01874,E01364,co-investor,0.9,37,5008186,0.42,0.9,2,784,0,4326204,0.23,1.84,1,843,0
E02379,E01364,supplier,0.21,27,5297820,0.17,1.68,2,627,0,4326204,0.23,1.84,1,843,0
E02512,E01364,parent_company,0.81,33,3960049,0.42,1.81,0,636,0,4326204,0.23,1.84,1,843,0
E00091,E01364,co-investor,0.41,41,4276218,0.79,0.86,3,668,1,4326204,0.23,1.84,1,843,0
E00132,E01364,shared_director,0.3,8,4163713,0.95,1.29,1,523,0,4326204,0.23,1.84,1,843,0
E02114,E01364,parent_company,0.41,27,2446454,0.22,0.78,0,785,0,4326204,0.23,1.84,1,843,0
E01335,E01541,co-investor,0.83,26,8921382,0.16,1.51,2,793,0,3513731,0.31,1.6,1,737,0
E02509,E01541,parent_company,0.11,32,3812193,0.27,0.66,3,786,0,3513731,0.31,1.6,1,737,0
E01335,E00745,parent_company,0.24,37,8921382,0.16,1.51,2,793,0,5031373,0.7,1.7,0,608,0
E01146,E00745,shared_director,0.8,21,3946489,0.12,0.93,1,568,0,5031373,0.7,1.7,0,608,0
E01783,E00745,co-investor,0.58,34,8027195,0.69,1.37,3,613,0,5031373,0.7,1.7,0,608,0
E02343,E00745,shared_director,0.9,32,6270892,0.24,0.77,1,690,0,5031373,0.7,1.7,0,608,0
E02352,E00745,supplier,0.74,29,4014489,0.92,1.1,1,716,1,5031373,0.7,1.7,0,608,0
E01862,E00745,parent_company,0.12,19,6282373,0.93,1.11,0,663,0,5031373,0.7,1.7,0,608,0
E01335,E00340,supplier,0.61,34,8921382,0.16,1.51,2,793,0,6974617,0.68,0.92,1,784,0
E00202,E00340,supplier,0.35,14,6773034,0.5,1.85,2,550,0,6974617,0.68,0.92,1,784,0
E00176,E00340,co-investor,0.87,42,4199237,0.7,1.37,1,619,0,6974617,0.68,0.92,1,784,0
E00540,E00340,shared_director,0.85,8,3132555,0.61,0.91,1,522,1,6974617,0.68,0.92,1,784,0
E00378,E00340,parent_company,0.75,46,6129402,0.44,0.67,1,751,0,6974617,0.68,0.92,1,784,0
E01335,E00481,parent_company,0.3,7,8921382,0.16,1.51,2,793,0,6297848,0.74,1.69,0,597,1
E02698,E00481,parent_company,0.88,45,6639456,0.6,0.61,2,762,0,6297848,0.74,1.69,0,597,1
E00565,E00481,parent_company,0.44,2,4091511,0.35,0.84,1,635,0,6297848,0.74,1.69,0,597,1
E01496,E00467,parent_company,0.63,35,8204506,0.7,1.42,1,793,0,2688863,0.77,1.16,2,535,0
E02766,E00467,shared_director,0.53,36,7980758,0.75,0.53,2,778,0,2688863,0.77,1.16,2,535,0
E01496,E00010,shared_director,0.59,6,8204506,0.7,1.42,1,793,0,6658277,0.36,0.82,6,767,0
E00873,E00010,shared_director,0.3,20,3755243,0.99,1.74,4,670,0,6658277,0.36,0.82,6,767,0
E00737,E02793,supplier,0.96,30,3622666,0.64,1.22,1,698,0,4908277,0.55,0.64,1,507,1
E02524,E02793,parent_company,0.88,43,5681905,0.32,1.27,0,590,0,4908277,0.55,0.64,1,507,1
E01747,E02793,parent_company,0.71,42,5753148,0.9,0.61,1,758,0,4908277,0.55,0.64,1,507,1
E00737,E01057,co-investor,0.33,32,3622666,0.64,1.22,1,698,0,4468906,0.22,1.9,3,724,0
E02141,E01057,parent_company,0.35,14,3385129,0.57,1.84,1,700,0,4468906,0.22,1.9,3,724,0
E01787,E01057,shared_director,0.98,8,2783485,0.28,1.1,1,704,0,4468906,0.22,1.9,3,724,0
E01888,E01057,shared_director,0.98,49,5659958,0.64,1.33,1,556,0,4468906,0.22,1.9,3,724,0
E02418,E01057,parent_company,0.56,40,8914349,0.47,0.67,2,525,0,4468906,0.22,1.9,3,724,0
E01996,E01057,parent_company,0.65,18,4434306,0.48,1.37,3,833,0,4468906,0.22,1.9,3,724,0
E01379,E01057,supplier,0.67,8,7290778,0.31,1.76,1,831,0,4468906,0.22,1.9,3,724,0
E00124,E01057,supplier,0.97,11,3910155,0.83,1.92,1,587,0,4468906,0.22,1.9,3,724,0
E00737,E00774,shared_director,0.61,20,3622666,0.64,1.22,1,698,0,4919822,0.36,0.79,0,812,0
E00737,E00443,co-investor,0.96,4,3622666,0.64,1.22,1,698,0,1271336,0.42,0.51,2,818,0
E02712,E00443,supplier,0.14,8,5170568,0.94,1.35,0,784,1,1271336,0.42,0.51,2,818,0
E02831,E00443,parent_company,0.62,29,5103567,0.73,1.25,2,743,0,1271336,0.42,0.51,2,818,0
E02460,E00443,co-investor,0.58,21,7858915,0.5,1.84,1,696,0,1271336,0.42,0.51,2,818,0
E00737,E01516,co-investor,0.89,8,3622666,0.64,1.22,1,698,0,180223,0.66,1.8,1,733,0
E02812,E01516,supplier,0.3,33,2860209,0.14,1.75,0,656,0,180223,0.66,1.8,1,733,0
E02902,E00859,shared_director,0.82,45,5565892,0.35,1.24,2,774,0,6625378,1.0,1.77,1,527,0
E00687,E00859,parent_company,0.93,14,2858811,0.92,1.5,2,720,1,6625378,1.0,1.77,1,527,0
E00185,E00859,co-investor,0.88,27,7129137,0.97,0.77,2,764,0,6625378,1.0,1.77,1,527,0
E01289,E00859,shared_director,0.79,21,4698788,0.46,1.77,2,563,1,6625378,1.0,1.77,1,527,0
E02902,E01619,shared_director,0.37,35,5565892,0.35,1.24,2,774,0,4960501,0.44,0.55,5,753,0
E00237,E01619,parent_company,0.39,21,4668553,0.25,1.25,1,708,0,4960501,0.44,0.55,5,753,0
E01563,E01619,supplier,0.53,35,6277035,0.54,1.38,4,677,0,4960501,0.44,0.55,5,753,0
E01059,E01619,shared_director,0.24,49,3906985,0.45,1.65,3,804,0,4960501,0.44,0.55,5,753,0
E00284,E01676,shared_director,0.23,20,5925097,0.1,0.55,2,586,0,100000,0.15,0.99,4,534,0
E01772,E01676,co-investor,0.82,21,7293247,0.86,1.52,0,545,0,100000,0.15,0.99,4,534,0
E00138,E01676,co-investor,0.46,47,6435183,0.21,1.25,3,521,0,100000,0.15,0.99,4,534,0
E00284,E00854,supplier,0.39,31,5925097,0.1,0.55,2,586,0,6005800,0.11,1.0,3,744,0
E00284,E00235,co-investor,0.75,38,5925097,0.1,0.55,2,586,0,2858843,0.86,1.43,2,604,1
E01659,E00235,shared_director,0.26,40,4267536,0.59,0.71,0,675,0,2858843,0.86,1.43,2,604,1
E00992,E01035,parent_company,0.74,25,9829581,0.72,1.64,1,552,0,5166694,0.17,1.85,3,617,0
E00992,E00214,supplier,0.26,33,9829581,0.72,1.64,1,552,0,5566064,0.81,1.18,1,824,0
E02076,E02834,shared_director,0.59,24,5631450,0.45,1.34,0,670,0,6010653,0.29,1.52,2,527,0
E00901,E02834,co-investor,0.55,11,7333097,0.62,1.85,0,784,0,6010653,0.29,1.52,2,527,0
E01981,E02834,shared_director,0.99,7,5992329,0.97,1.3,2,624,0,6010653,0.29,1.52,2,527,0
E02421,E02834,supplier,0.8,9,2705356,0.29,1.05,0,597,0,6010653,0.29,1.52,2,527,0
E02501,E02834,supplier,0.64,46,7992204,0.18,2.0,3,811,0,6010653,0.29,1.52,2,527,0
E02076,E00229,shared_director,0.34,38,5631450,0.45,1.34,0,670,0,4399279,0.15,1.63,1,615,0
E00159,E00229,parent_company,0.63,14,9162629,0.75,1.51,0,668,0,4399279,0.15,1.63,1,615,0
E02874,E00047,parent_company,0.55,23,5204149,0.54,1.87,1,686,0,7141992,0.18,1.27,1,643,0
E02197,E00047,co-investor,0.65,10,6083684,0.17,1.61,1,693,0,7141992,0.18,1.27,1,643,0
E02874,E01601,supplier,0.43,33,5204149,0.54,1.87,1,686,0,3077023,0.61,0.67,0,699,0
E01818,E01601,supplier,0.93,20,1752889,0.43,1.24,0,837,0,3077023,0.61,0.67,0,699,0
E01945,E01601,co-investor,0.15,46,6097757,0.2,0.79,2,607,0,3077023,0.61,0.67,0,699,0
E00697,E01601,shared_director,0.2,38,6672647,0.35,1.48,2,565,0,3077023,0.61,0.67,0,699,0
E02874,E00420,parent_company,0.94,42,5204149,0.54,1.87,1,686,0,6900290,0.58,1.75,4,754,0
E00366,E00420,supplier,0.38,20,5646491,0.93,1.14,0,582,0,6900290,0.58,1.75,4,754,0
E02003,E00420,parent_company,0.76,42,7793193,0.22,1.74,0,572,0,6900290,0.58,1.75,4,754,0
E00037,E00420,supplier,0.91,21,2317109,0.26,1.05,2,534,0,6900290,0.58,1.75,4,754,0
E01175,E00420,supplier,0.53,25,1379935,0.85,1.57,1,507,1,6900290,0.58,1.75,4,754,0
E02874,E00170,parent_company,0.57,20,5204149,0.54,1.87,1,686,0,5485040,0.51,0.81,2,728,0
E02694,E02723,co-investor,0.25,40,5653248,0.63,0.53,1,809,0,5690150,0.65,1.09,1,743,0
E00425,E02723,co-investor,0.43,44,4260956,0.43,1.55,1,642,0,5690150,0.65,1.09,1,743,0
E01955,E02723,supplier,0.34,38,4735825,0.54,0.95,1,783,0,5690150,0.65,1.09,1,743,0
E01077,E02723,co-investor,0.53,33,5065448,0.98,1.96,0,597,1,5690150,0.65,1.09,1,743,0
E00969,E02723,shared_director,0.5,44,5710044,0.32,1.56,0,759,0,5690150,0.65,1.09,1,743,0
E02661,E02723,supplier,0.74,7,3479621,0.9,1.13,3,659,0,5690150,0.65,1.09,1,743,0
E01076,E02723,supplier,0.22,24,4489496,0.85,0.92,1,817,1,5690150,0.65,1.09,1,743,0
E02694,E01553,supplier,0.8,19,5653248,0.63,0.53,1,809,0,5677629,0.78,1.0,1,650,0
E00563,E01553,supplier,0.4,14,5118284,0.69,1.76,3,695,0,5677629,0.78,1.0,1,650,0
E02443,E01553,co-investor,0.54,43,2861426,0.53,0.76,1,843,0,5677629,0.78,1.0,1,650,0
E02030,E01553,parent_company,0.44,8,3625231,0.81,1.07,0,680,0,5677629,0.78,1.0,1,650,0
E01105,E01553,co-investor,0.92,12,4793953,0.71,0.53,0,540,0,5677629,0.78,1.0,1,650,0
E01781,E01553,shared_director,0.5,5,2343370,0.59,1.53,0,816,0,5677629,0.78,1.0,1,650,0
E02694,E01569,supplier,0.21,28,5653248,0.63,0.53,1,809,0,2821839,0.4,1.27,0,683,0
E01491,E01569,parent_company,0.26,3,4258818,0.14,1.74,3,559,0,2821839,0.4,1.27,0,683,0
E02694,E02135,supplier,0.62,8,5653248,0.63,0.53,1,809,0,1690543,0.72,0.61,1,846,1
E00848,E02135,shared_director,0.41,7,3372709,0.83,1.28,1,672,0,1690543,0.72,0.61,1,846,1
E01603,E02135,supplier,0.41,48,7784944,0.77,1.14,0,592,0,1690543,0.72,0.61,1,846,1
E01051,E02135,co-investor,0.76,36,2561770,0.85,1.48,2,831,0,1690543,0.72,0.61,1,846,1
E02584,E02135,co-investor,0.12,26,1348031,0.62,1.83,1,515,0,1690543,0.72,0.61,1,846,1
E01682,E02135,parent_company,0.98,29,6641110,0.56,0.83,1,826,1,1690543,0.72,0.61,1,846,1
E00182,E02307,shared_director,0.97,22,7288270,0.47,1.0,1,719,0,3594543,0.57,1.67,1,802,0
E00431,E02307,co-investor,0.48,42,10930020,0.89,0.85,1,518,1,3594543,0.57,1.67,1,802,0
E00181,E02307,shared_director,0.6,45,1474266,0.2,1.44,0,697,0,3594543,0.57,1.67,1,802,0
E00549,E02307,supplier,0.5,20,2443954,0.63,0.73,1,665,0,3594543,0.57,1.67,1,802,0
